"","in_uhc_familiar","in_uhc_change","in_cap_familiar","in_cap_change","in_ai_familiar","in_ai_change","Like_Free_R","Hard_Free_R","Pol_High_1","Age_High","Gender_High","Race_High","School_High","id","conv_cond","consen_cond","utilitarian","deontological","time","uhc_support","cap_support","ai_support","uhc_mconv","cap_mconv","ai_mconv"
"330",-20,30,25,-10,20,10,"I liked that it gave statistics from the past and that it talked about morality.","I had a hard time guessing what the publics stance was on the ethical issues.",5,18,"Female","Caucasian/White","Freshman","91358","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.16666666666667,2.16666666666667,"pre",7,-20,-20,19.7142857142857,50,20
"331",15,24,17,-13,22,15,"I liked the way this exercise was set up. It was smart to ask my me opinions, then introduce others opinions and see in the end, with asking me my opinion again, if it had changed. ","I wanted to be able to explain my answers more than I was able to. I was also surprised with some other people's views and it made me reconsider some of my own thoughts a little nit. ",7,19,"Female","Caucasian/White","Freshman","92111","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.33333333333333,3.16666666666667,"pre",28,-41,15,22.7142857142857,26.7142857142857,-3.85714285714286
"332",13,-8,-10,-7,9,6,"I liked there was a sliding scale for some of the questions. It allows for a more in depth view of an opinion.","none.",2,18,"Female","Caucasian/White","Freshman","91185","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.16666666666667,3,"pre",32,-20,7,13.4285714285714,16.5714285714286,1.85714285714286
"333",42,0,39,37,46,28,"There is a wide range of how much i can say i agree or disagree","it was repetitive",3,18,"Male","Caucasian/White","Freshman","91922","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,2.33333333333333,"pre",-28,-21,-22,-45.7142857142857,49.1428571428571,14.4285714285714
"334",42,9,50,8,50,-41,"It talked about a variety of topics ","I didn't really think that AI should be used in the workplace ",5,18,"Male","Caucasian/White","Freshman","91086","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.33333333333333,2.33333333333333,"pre",21,50,-50,-30.1428571428571,-5,3.57142857142857
"335",10,-13,27,15,24,18,"Seeing the statistics of Americans view on AI, Capital Punishment, and Universal Healthcare","I didn't really have any challenges",3,18,"Male","African-American/Black","Freshman","92715","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.33333333333333,2.83333333333333,"pre",25,-21,-11,6.42857142857143,25,12.4285714285714
"336",10,25,44,-15,28,41,"getting to see other people's insight on some interesting moral questions","thinking about how i actually feel on the given topics",8,19,"Male","Caucasian/White","Freshman","92143","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.16666666666667,3.33333333333333,"pre",25,30,-24,-24,17.8571428571429,27.4285714285714
"337",-11,24,-16,-8,19,9,"Seeing the difference between my standpoint and others.","Really thinking about the topics at hand.",2,18,"Female","Caucasian/White","Freshman","92499","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.5,2.83333333333333,"pre",10,-50,-26,2.42857142857143,2.57142857142857,-1.71428571428571
"338",20,30,20,20,40,30,"I really liked that it was sort of interactive. We were given real point of views for each of the moral issues. Along with this I also liked how we were able to guess what the population has thought about these issues in the past and then see the results.","I did not have any challenges.",2,19,"Female","Caucasian/White","Freshman","91747","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,2.5,"pre",35,-10,-40,26.4285714285714,32.1428571428571,20.7142857142857
"339",-9,25,-15,24,32,-3,"the dragging bar to get specific on how i felt about the subject ","there was a lot of little questions that i feel like had the same meaning so you need to limit the amount of repeat questions ",6,18,"Male","Caucasian/White","Freshman","91661","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.16666666666667,2.66666666666667,"pre",13,-9,38,5.71428571428571,3.71428571428571,12.8571428571429
"340",25,-1,37,2,43,5,"I like how it asked me about some controversial topics the US can have. ","It was hard for me to really decide what level I felt for each topic. I had to sit and think about it.",1,19,"Female","Caucasian/White","Freshman","92466","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,2.66666666666667,"pre",12,-10,-9,4.71428571428571,3,8.85714285714286
"341",10,20,20,30,30,50,"I liked how we got to try to estimate the survey results and then get to see the results after.","There were not many challenges I ran into except for the survey being very repetitive at times so it's harder to stay focused. ",6,18,"Male","Caucasian/White","Freshman","92351","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.5,2.66666666666667,"pre",10,15,-10,2.14285714285714,3.57142857142857,5.71428571428571
"342",37,-33,22,20,38,27,"I liked that you showed the stats before and after we had made our convictions","none",1,20,"Female","Caucasian/White","Junior","91191","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.16666666666667,2,"pre",41,21,12,35.5714285714286,29.5714285714286,23.7142857142857
"343",28,29,1,1,29,36,"all of it ","I am not very familiar with the capital penalty.",4,19,"Female","Caucasian/White","Sophmore","91212","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.66666666666667,2.83333333333333,"pre",35,1,28,8.57142857142857,0.714285714285714,4.71428571428571
"344",1,-22,-13,14,50,26,"Relevant topics","not sure how my opinion reflect on the scales",4,19,"Female","Caucasian/White","Freshman","91623","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.16666666666667,2.5,"pre",31,28,28,14.4285714285714,4.14285714285714,17.7142857142857
"345",8,26,-18,24,39,41,"I liked how there was a sliding bar and not just options because you could be in the middle of two options and not know which one to pick.","Having to think if its ethical or not.",2,18,"Male","Caucasian/White","Freshman","92524","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.16666666666667,3.33333333333333,"pre",15,-16,7,23,34.4285714285714,22.1428571428571
"346",21,-31,22,-50,30,-30,"It made me think about my beliefs.","It seemed redundant. ",1,22,"Male","Caucasian/White","Junior","91300","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,2.16666666666667,"pre",32,-50,20,38.4285714285714,50,-12
"347",26,17,-16,25,38,32,"The articles and statistics given to see how I personally relate to them","Understanding some of the questions",6,18,"Female","Caucasian/White","Freshman","92210","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.33333333333333,3.16666666666667,"pre",21,-5,-28,30.4285714285714,20.5714285714286,18.4285714285714
"348",-50,20,31,-32,29,-50,"It was fun to move the slider.","I was annoyed that I had to answer the questions twice.",4,19,"Female","Caucasian/White","Sophmore","91633","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.33333333333333,3,"pre",10,-50,-37,-0.142857142857143,50,-7.28571428571429
"349",35,21,50,2,50,-50,"it made me think and reflex","i do not have a stance on captital punishment because it is just so complex of an issue. ",7,18,"Female","Caucasian/White,Hispanic/Latino(a)","Freshman","92245","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.66666666666667,2.66666666666667,"pre",-30,1,-42,-6.14285714285714,50,46.2857142857143
"350",22,0,1,1,50,2,"I liked that it made me think more into my beliefs. I also got to see what others were thinking about. ","The only challenge I had was figuring out if I actually believed in something more than I thought I did or not. ",4,18,"Female","African-American/Black","Freshman","91170","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.83333333333333,3.33333333333333,"pre",25,-5,-10,14.1428571428571,4.85714285714286,4.42857142857143
"351",25,-32,0,25,14,-17,"I found it interesting to see the large number of the American population who were for allowing the use of AI in job application.","Taking a moral stance on the Capital punishment dilemma. I can see pros and cons for each side.",5,19,"Male","Caucasian/White","Freshman","92357","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.66666666666667,2.5,"pre",20,-14,-20,11.4285714285714,9,8.85714285714286
"352",10,-10,20,10,30,10,"getting to see the survey results of what others answered ","thinking about what number represented my answers ",8,18,"Female","Caucasian/White","Freshman","92264","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.83333333333333,3,"pre",-10,20,-20,1.42857142857143,3.14285714285714,9.14285714285714
"353",-21,7,25,-10,-19,26,"Almost nothing, I guess it made me think a little bit about myself and beliefs. ","Having to answer the same questions over and over was quite frustrating. ",9,19,"Male","Caucasian/White","Sophmore","92374","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3,3,"pre",-50,-11,37,-34.7142857142857,17.1428571428571,14.8571428571429
"354",25,9,24,14,50,-18,"They covered very good topics","There a lot of controversies over these two topics, I had to take my morals in to account before answering.",6,21,"Male","Caucasian/White","Junior","91836","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,3,"pre",20,24,25,10,28.8571428571429,16.5714285714286
"355",27,-31,29,8,35,2,"I liked the essays and the comparison of 2018 and 2024.","Some questions I did not have an answer too. I didn't really know where I stood. ",2,18,"Female","Caucasian/White,Hispanic/Latino(a)","Freshman","91833","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.5,2.66666666666667,"pre",50,12,5,-12.1428571428571,11.1428571428571,-6.28571428571429
"356",-41,31,-23,-50,37,32,"Seeing the comparison of how other americans responded to the survey ","n/a",6,18,"Female","Caucasian/White","Freshman","92511","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.16666666666667,2.83333333333333,"pre",21,-50,43,20,32.1428571428571,-20.2857142857143
"357",0,35,11,-5,25,0,"seeing the difference in expectation vs reality","none",4,18,"Female","Hispanic/Latino(a)","Freshman","91642","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.83333333333333,3.16666666666667,"pre",20,12,5,5,3.71428571428571,0
"358",-21,30,37,-20,30,-10,"How I could reflect on my own and other peoples opinions ","alot of the questions are similar and hard to understand ",3,18,"Female","Caucasian/White,American Indian/Alaska Native","Freshman","92412","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.16666666666667,2.83333333333333,"pre",34,-50,-35,18.2857142857143,12,-0.428571428571429
"359",-13,-13,19,-3,24,19,"Not really, it was really repetitive.","I did not understand a lot of the questions",9,18,"Female","Caucasian/White","Freshman","91370","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.83333333333333,3.16666666666667,"pre",16,-19,15,6,13.2857142857143,13
"360",10,-20,10,15,20,35,"Being able to see what people in 2018 thought about moral issues.","Some of the challenges I had in this excercise, was determining how much my moral beliefs and core values affected my views.",3,18,"Male","Asian/Pacific Islander","Freshman","92178","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.16666666666667,2.16666666666667,"pre",30,-30,-20,-5,37.2857142857143,-35.7142857142857
"361",50,-50,50,-4,50,-38,"being able to reflect over my answers and re think","taking the time to think in depth about each issue",4,19,"Female","Caucasian/White","Freshman","91778","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,4,"pre",34,-50,-50,14.1428571428571,-3.14285714285714,3.71428571428571
"362",2,31,25,-15,31,-15,"I liked the sliding scale for rating.","Too many of the same questions.",8,20,"Female","Caucasian/White","Sophmore","91610","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,2.66666666666667,"pre",11,-21,31,15.7142857142857,19.5714285714286,11.5714285714286
"363",30,11,43,-25,36,-41,"The essay gave me cool, surprising information. ","A challenge I had was to question my brain and my morals. How I felt about these topics.m",7,18,"Male","Caucasian/White","Freshman","91999","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.66666666666667,3.66666666666667,"pre",15,17,-29,8.57142857142857,20.1428571428571,13.7142857142857
"364",31,9,42,-45,25,32,"I liked the sliders.","It asked the same question, on if my choice was based on my morals, over and over just phrased differently. That was a little annoying.",4,18,"Male","Caucasian/White","Freshman","91772","MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4,3.5,"pre",-17,-50,12,-6,50,12.2857142857143
"365",-31,34,21,-17,17,-13,"I liked the slid bars and the essays.","None",4,19,"Female","Caucasian/White","Freshman","91631","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.83333333333333,2.5,"pre",-10,21,-24,-2.85714285714286,4.57142857142857,17.5714285714286
"366",27,15,-32,-2,23,21,"The stats at the end","Not having an opinion on most of these",6,20,"Male","Caucasian/White","Junior","91949","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.66666666666667,3.33333333333333,"pre",50,2,-9,17.5714285714286,1.57142857142857,-0.714285714285714
"367",-1,-2,2,2,3,5,"it was interesting","hard to answer some questions, moral fork in the road",2,19,"Male","Caucasian/White","Sophmore","91327","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3,3,"pre",-3,2,2,2.14285714285714,2.28571428571429,4.42857142857143
"368",-27,22,-41,0,-30,23,"...","...",4,18,"Female","Caucasian/White","Freshman","91224","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.83333333333333,3,"pre",11,-31,-33,15.5714285714286,25,21.4285714285714
"369",10,3,-31,-9,-4,5,"I learned after reading those essays about the 3 topics, it hanged my mind on some of my opinions and opened my thoughts a little more","not understanding some of the materials prior to the essays",6,19,"Male","Caucasian/White","Freshman","91905","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4,3.5,"pre",5,20,-11,0.857142857142857,3.28571428571429,9.14285714285714
"370",-10,35,30,15,25,20,"I did not enjoy this exercise. One good thing was hearing how Americans responded.","It felt extremely repetitive and like it was pushing for a specific response. It asks a lot of ""is this a moral issue"" but not a lot of ""why or why not"" so the responses feel a bit pigeon-holed.",5,18,"Female","Caucasian/White,Hispanic/Latino(a)","Freshman","92342","MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4,2.16666666666667,"pre",20,-20,10,2.85714285714286,8,-15.4285714285714
"371",1,7,25,5,32,-5,"n/a","n/a",2,18,"Female","Caucasian/White","Freshman","91601","PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.66666666666667,2.66666666666667,"pre",11,-9,-30,12.1428571428571,10.7142857142857,12.5714285714286
