"","X","in_uhc_supp","in_uhc_familiar","in_uhc_change","in_cap_supp","in_cap_familiar","in_cap_change","in_ai_supp","in_ai_familiar","in_ai_change","fn_uhc_supp","fn_cap_supp","fn_ai_supp","Like_Free_R","Hard_Free_R","Pol_High_1","Age_High","Gender_High","Race_High","School_High","id","conv_cond","consen_cond","utilitarian","deontological","in_uhc_conviction","in_cap_conviction","in_ai_conviction","fn_uhc_conviction","fn_cap_conviction","fn_ai_conviction","uhc_cat","cap_cat","ai_cat"
"193",193,-10,20,15,15,10,-30,-40,25,-35,-10,40,-40,"It made me think about what my position is on various issues and how I would justify my stance.","Justifying my answer and stance, and using a numerical value to explain how I felt.",4,20,"Male","Caucasian/White","Sophmore",91666,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.66666666666667,2.83333333333333,4.28571428571429,42.8571428571429,28.5714285714286,13.5714285714286,48.5714285714286,33,"Negative","Positive","Negative"
"194",194,30,36,-16,-50,-20,11,-18,20,10,37,-50,14,"I liked that the exercise asked me my opinion and then offered data and then asked me the same question. it made me look internally and decide if that was something I was firm in my opinion on or if there was a strong outside influence on certain things I didn't know much about. ","I challenged with the questions about things I didn't know much about/have a strong opinion about. ",6,20,"Female","Caucasian/White","Junior",91912,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.83333333333333,4,39.5714285714286,18,24.1428571428571,44.7142857142857,45.4285714285714,18.1428571428571,"Positive","Negative","Negative"
"195",195,-29,17,6,10,-10,17,-41,33,-20,-25,12,-23,"I liked that I could take my own stance on the questions ","It was challenging sometimes to determine the morality aspect ",6,18,"Female","Caucasian/White","Freshman",91101,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.16666666666667,4,2.71428571428571,2.28571428571429,23.8571428571429,9.85714285714286,4,13.7142857142857,"Negative","Positive","Negative"
"196",196,30,25,3,-40,5,-20,-25,2,5,35,-30,-10,"I liked that it was very easy to understand and answer the questions. I thought the scale was easy to interpret and gave availability to a wide variety of answers.","Some of the ""problems"" touch on, I do not feel morally compelled or repelled from, so it was hard to decide how I feel about them.",2,18,"Female","Caucasian/White,African-American/Black","Freshman",92127,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.16666666666667,3.33333333333333,22.7142857142857,18.4285714285714,7.57142857142857,21,21.1428571428571,8.57142857142857,"Positive","Negative","Negative"
"197",197,41,20,-35,-16,20,21,-36,31,-30,44,15,-23,"I enjoyed how you were interested to see if my opinion would change absed on what others thought and after reading the article.","I couldn't really remember what I had said before I heard the opinions of others and read the article, so I felt like what I was thinking was a little compromised. ",2,19,"Female","Asian/Pacific Islander","Freshman",91443,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.16666666666667,2.83333333333333,32.4285714285714,24.2857142857143,-6,33.1428571428571,16.5714285714286,1.57142857142857,"Positive","Negative","Negative"
"198",198,33,-32,45,-2,31,11,-50,50,-19,18,-34,-50,"the different situations","the repetition",1,18,"Female","African-American/Black","Freshman",91757,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.66666666666667,3.33333333333333,-4.42857142857143,17.7142857142857,-26,-14.2857142857143,-26.1428571428571,-14.5714285714286,"Positive","Neutral","Negative"
"199",199,10,-22,31,-50,38,10,19,27,25,10,-50,49,"Learning more about public opinions on issues in 2018.","I did not have any challenges.",3,19,"Male","Caucasian/White","Freshman",91872,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4,2.33333333333333,-14.8571428571429,30.4285714285714,0,-11.2857142857143,32.7142857142857,6.42857142857143,"Positive","Negative","Positive"
"200",200,-28,14,-2,-50,50,-45,-32,40,15,-48,-50,-10,"Easy to answer questions","Too much repetition",5,20,"Female","Caucasian/White","Sophmore",91809,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",3.33333333333333,2.33333333333333,6.42857142857143,48.8571428571429,17.5714285714286,11.4285714285714,38.8571428571429,10.2857142857143,"Negative","Negative","Negative"
"201",201,30,-40,40,10,20,-10,-30,15,32,30,25,10,"I liked how every issue that was brought up I had heard about it whether I knew much about it or not.","Some challenges were just thinking where I should place the marker on how I feel because I didn't have that intensive background knowledge on the topics.",4,19,"Female","Caucasian/White","Freshman",91662,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.33333333333333,2.33333333333333,21.1428571428571,13.7142857142857,5.28571428571429,15.5714285714286,8.57142857142857,5.42857142857143,"Positive","Positive","Negative"
"202",202,-9,-20,31,-37,-7,41,32,30,31,-21,19,18,"Makes you think about important topics that can determine the future.","I had to about moral issues I do not think about much.",6,20,"Male","Caucasian/White","Sophmore",91879,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.33333333333333,2.66666666666667,-5.85714285714286,18,3.71428571428571,-5.85714285714286,25.5714285714286,-3.42857142857143,"Negative","Negative","Positive"
"203",203,0,-10,-20,20,30,0,20,30,1,-10,30,20,"The directions were simple and clear to follow. ","None. ",7,18,"Female","Caucasian/White,Hispanic/Latino(a)","Freshman",91991,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.5,3.66666666666667,0.571428571428571,15.8571428571429,5,5,28.5714285714286,6.28571428571429,"Neutral","Positive","Positive"
"204",204,50,39,30,-47,35,-46,-45,19,-40,50,-50,-30,"I liked being able to use the sliders to help you get an estimation on what my opinion is like, rather than being forced to choose between extreme multiple choice options.","Some of the instructions I didn't understand, but that might be because I have ADHD. Either way, some of the questions asked sounded a bit vague (e.g., the questions asking whether or not I thought an issue was an ethical one, or something along those lines).",1,18,"Gender Variant/Non-conforming","Asian/Pacific Islander","Freshman",91398,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.33333333333333,2.5,22.2857142857143,24.2857142857143,-25.7142857142857,33.2857142857143,24.5714285714286,-30.8571428571429,"Positive","Negative","Negative"
"205",205,21,14,16,-20,20,-10,16,31,-30,22,-20,28,"I like that it gave me stats on other Americans so I could consider where their thoughts and feelings might be coming from","I did not have any challenges, because I know what I believe",4,18,"Female","Caucasian/White,Hispanic/Latino(a)","Freshman",92138,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.66666666666667,2.83333333333333,6.85714285714286,14,-8.57142857142857,10.2857142857143,23.8571428571429,-14.5714285714286,"Positive","Negative","Positive"
"206",206,32,-11,11,-46,34,-34,-50,50,-31,32,-34,-29,"How much variation you can put on how much you agree and disagree with something","None",2,18,"Female","Caucasian/White,Asian/Pacific Islander","Freshman",91915,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.33333333333333,2.33333333333333,17.4285714285714,38,23.1428571428571,21.7142857142857,18.8571428571429,22.5714285714286,"Positive","Negative","Negative"
"207",207,-10,10,1,-30,20,-10,5,20,15,-32,-31,11,"I liked the comparisons between different years.","Figuring out if the topic was morally right or wrong.",7,18,"Male","Caucasian/White","Freshman",91231,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3.66666666666667,3.33333333333333,4.57142857142857,32.8571428571429,4.71428571428571,1.57142857142857,15.1428571428571,-11.4285714285714,"Negative","Negative","Neutral"
"208",208,25,10,35,40,20,40,30,-35,37,32,39,19,"Seeing the results across the entire country and being able to compare them to my own thoughts on the matters.","Deciding my own answers for difficult situations in our country.",7,19,"Male","Caucasian/White","Freshman",91351,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.83333333333333,3.16666666666667,20.7142857142857,26.5714285714286,-0.428571428571429,10.4285714285714,31.1428571428571,0,"Positive","Positive","Positive"
"209",209,22,14,33,-20,31,28,-33,42,-26,36,29,16,"I like that I had a range from 1-100 to give me space to put my answer on a broader catagory because some questions are more intense and have different responses than just 1-10. ","The questions were repetitive in some ways and made me question if I was putting the right answer. ",2,18,"Female","Caucasian/White","Freshman",92531,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.33333333333333,2.5,14,32,15.8571428571429,27.2857142857143,33,9.71428571428571,"Positive","Negative","Negative"
"210",210,2,-21,33,50,50,-50,-47,50,27,-9,33,-50,"That it gave real and current statistics. ","It was repetitive. ",6,18,"Female","Caucasian/White,African-American/Black","Freshman",91866,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.33333333333333,3.66666666666667,-8.57142857142857,30.7142857142857,-2.14285714285714,-15.7142857142857,37.5714285714286,2.85714285714286,"Neutral","Positive","Negative"
"211",211,26,30,-25,-50,41,-45,20,30,-10,42,-50,12,"I feel neutral about the exercise about it","The scroll bars were annoying",1,20,"Female","Caucasian/White","Junior",92445,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.33333333333333,1.83333333333333,14.5714285714286,23,-23.2857142857143,18.8571428571429,30.4285714285714,-11.1428571428571,"Positive","Negative","Positive"
"212",212,10,-25,5,-50,50,-50,-40,50,-40,20,-50,-20,"I liked how I was shown the percentages of people who believed in certain things.","Knowing where to put myself on the -50 to 50 scale",7,19,"Male","Caucasian/White","Freshman",91260,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3,3.33333333333333,14.8571428571429,50,27.2857142857143,20.1428571428571,50,20.2857142857143,"Positive","Negative","Negative"
"213",213,34,17,22,42,33,-35,-50,39,-50,31,50,-50,"I liked to see how my views related to the stats from others.","Some of the moral questions got a bit repetitive and a little confusing.",4,18,"Female","Caucasian/White","Freshman",91669,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4,2.33333333333333,14.4285714285714,30,45.7142857142857,25.7142857142857,41.7142857142857,46.8571428571429,"Positive","Positive","Negative"
"214",214,31,13,15,-35,30,-25,-11,37,17,30,-39,-27,"I liked that I got to use an entire range and it asked me questions that I have pretty strong opinions about.","Some of them I had no clue how I felt about the question because I had never considered it in that view.",2,18,"Female","Caucasian/White","Freshman",91885,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-High",4.16666666666667,2.83333333333333,18.2857142857143,34,28.2857142857143,25.2857142857143,29.2857142857143,30.4285714285714,"Positive","Negative","Negative"
"215",215,35,-20,30,-30,41,17,34,50,18,50,-36,35,"I liked the variation between questions, some being sliders and some being clicking. It helped keep my focus. I also liked the essays. ","It felt sort of repetitive. I felt like I was answering the same questions over and over.",7,18,"Female","Caucasian/White","Freshman",91451,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.66666666666667,2.5,20.7142857142857,32.4285714285714,9.57142857142857,36.8571428571429,22.8571428571429,0.571428571428571,"Positive","Negative","Positive"
"216",216,20,20,16,-20,13,-10,-15,18,17,21,15,23,"It opened my eyes to knew perspectives on the topics.","I only knew the basics on the topics talked about.",3,19,"Female","Caucasian/White","Sophmore",91971,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",3.66666666666667,3,10.7142857142857,25.2857142857143,15.5714285714286,13.1428571428571,25.2857142857143,22.4285714285714,"Positive","Negative","Negative"
"217",217,50,-38,23,31,-35,15,-29,48,35,50,50,-23,"i liked how they brought facts from 2018 and had us try to guess how 2024 would react","slightly confusing questions ",4,18,"Male","Asian/Pacific Islander","Freshman",91887,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.33333333333333,2.66666666666667,21,17.8571428571429,4.85714285714286,30.1428571428571,12.1428571428571,14.7142857142857,"Positive","Positive","Negative"
"218",218,20,1,20,-21,20,-8,-23,28,-5,35,-31,-20,"Giving my opinions on thing","Thinking of what the publics opinions on things were",4,18,"Female","Caucasian/White","Freshman",91469,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",3.83333333333333,2.5,6.42857142857143,1,0.428571428571429,6.14285714285714,13.7142857142857,-12.8571428571429,"Positive","Negative","Negative"
"219",219,0,15,0,20,34,0,-50,27,8,0,11,-45,"I appreciate that the essays given, even though biased, are not political nor any more than giving one side of an argument.","The sliders are slightly hard to use, as well as the repetitive questions get slightly annoying.",7,18,"Female","Caucasian/White","Freshman",91412,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",2.83333333333333,2.83333333333333,19.4285714285714,6.28571428571429,16.4285714285714,18.1428571428571,20.2857142857143,20.7142857142857,"Neutral","Positive","Negative"
"220",220,33,17,31,-31,39,26,-21,39,34,26,-23,-11,"I liked that it showed some statistics. ","Really none. ",7,18,"Female","Caucasian/White","Freshman",92692,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.33333333333333,3,11.2857142857143,12,-14,22.8571428571429,23.4285714285714,7,"Positive","Negative","Negative"
"221",221,38,-33,30,-23,46,-43,-50,50,-50,21,-40,-50,"I liked that I was able to put my opinion on some of the most controversial ideas in the U.S. right now.","I had some problems answering the capital punishment exercise because I have very mixed opinions on it.",2,19,"Female","Caucasian/White","Freshman",91403,"MORALRESPONSIBILITYBLOCK","SocialConsensus-Low",4.16666666666667,3.33333333333333,17.2857142857143,23.8571428571429,29.4285714285714,22,34,30,"Positive","Negative","Negative"
"222",222,23,2,4,1,-14,1,-15,16,1,29,18,27,"I liked comparing the difference between my opinion verses what I think the population of 2024 would think on all these topics.","Coming up with what I would think the 2024 population would beleive.",4,20,"Male","Caucasian/White","Junior",92695,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",3,3,7.71428571428571,1.28571428571429,6.28571428571429,20.2857142857143,20.5714285714286,23.2857142857143,"Positive","Neutral","Negative"
"223",223,50,-37,33,-20,20,17,5,40,23,36,25,30,"I liked that we gave our original opinions first and then read more about the topics, and then answered the questions again based on the new knowledge.","No challenges.",1,19,"Female","Caucasian/White","Freshman",91722,"PRAGMATIC/PRACTICALBLOCK","SocialConsensus-Low",4.66666666666667,1.83333333333333,18.1428571428571,29.4285714285714,26.4285714285714,21.2857142857143,27.1428571428571,19.2857142857143,"Positive","Negative","Neutral"
"224",224,11,2,20,-10,10,-10,5,10,1,25,-2,26,"I liked being able to guess what the statistics were like in 2018 and then getting to see the correct answers after. ","N/A",6,19,"Female","Caucasian/White","Freshman",92413,"MORALRESPONSIBILITYBLOCK","SocialConsensus-High",4.16666666666667,3.5,-0.571428571428571,6.28571428571429,-1.14285714285714,7.14285714285714,2.28571428571429,0.857142857142857,"Positive","Negative","Neutral"
