"","Duration..in.seconds.","Pre_P1","Pre_P2","Pre_P3","Pre_P4","UTIL_1","UTIL_2","UTIL_3","UTIL_4","UTIL_5","UTIL_6","DEON_1","DEON_2","DEON_3","DEON_4","DEON_5","DEON_6","Post_Int_1_10","Post_Int_2_1","Post_Int_3_1","Post_Int_4_1","Q114_1","Q114_2","Q114_3","Q114_4","Q116_10","Q117_1","Q118_1","Q119_1","Q121_1","Q121_2","Q121_3","Q121_4","High_Like_Free_R","High_Hard_Free_R","Pol_High_1","Age_High","Gender_High","Race_High","School_High","Q163_10","Q164_1","Q165_1","Q166_1","Q169_1","Q169_2","Q169_3","Q169_4","Q171_10","Q172_1","Q173_1","Q174_1","Q176_1","Q176_2","Q176_3","Q176_4","Low_Like_Free_R","Low_Hard_Free_R","Pol_Low_1","Age_Low","Gender_Low","Race_Low","School_Low","SILS_1_1","NLINE","SNS_SCORE"
"218","1389","88","97","7","100","4","4","4","3","4","4","2","2","4","3","2","4","","","","","","","","","","","","","","","","","","","","","","","","66","73","40","92","4","3","1","1","65","84","32","100","93","85","12","100","I liked how it gave me the actual percentage of the 2018 survey rather than just leaving me guessing. I also liked how the questions were very consistent and not just random. ","I didn't really have any challenges with the exercise, besides trying to guess what other people think about the death penalty, greenhouse gas emissions, injustice, etc.","5","18","2","1","1","5",0.46487926225821,5.125
"219","553","51","30","67","100","4","3","4","4","3","4","2","2","3","2","4","2","83","83","15","100","2","1","5","1","82","78","58","100","51","49","58","100","I liked how I got to guess the percentages and then I was given the actual percentages. ","None","11","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","4",4.41030954308849,4
"220","778","100","56","32","100","4","5","5","5","5","5","1","2","1","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","78","67","30","100","4","4","2","1","92","77","61","100","100","63","31","100","the comparison from 2018 to 2023","none really","8","19","2","1","1","4",1.10690950453056,3.75
"221","571","64","65","50","100","3","3","4","3","3","4","3","3","2","3","4","3","","","","","","","","","","","","","","","","","","","","","","","","41","50","71","81","1","1","1","1","60","60","39","100","50","70","19","100","I liked that it told me the actual statistics behind the 2018 survey","N/A","7","19","1","1","1","4",0.757795257374205,3.5
"222","1056","88","51","15","100","4","4","4","4","5","5","2","4","2","4","2","4","67","52","4","100","1","3","4","1","94","95","88","100","75","57","10","100","The comparison between 2018 and now. ","None. ","9","19","1","1","2","","","","","","","","","","","","","","","","","","","","","","","","5",2.58785240023135,4.875
"223","814","56","88","51","100","4","4","3","4","4","5","1","2","2","3","2","5","36","23","62","100","3","3","5","1","85","78","16","100","100","74","33","100","how it was based on a scale of 1-100 instead of 5 answers such as strongly agreed, slightly agreed, etc.","truly thinking about what people years ago thought about these topics.","6","19","1","3","1","","","","","","","","","","","","","","","","","","","","","","","","4",0.904499646552278,3.75
"224","811","69","50","0","100","4","2","3","4","4","5","2","4","3","3","5","4","","","","","","","","","","","","","","","","","","","","","","","","60","78","26","100","3","4","2","1","65","76","31","99","57","45","0","100","The flexibility of the choices.","Moral views vs views that society wants me to have.","11","19","1","1","1","5",3.71677620975516,4.625
"225","1298","90","90","90","100","4","4","5","4","4","5","4","3","3","3","5","4","","","","","","","","","","","","","","","","","","","","","","","","61","50","40","93","5","1","2","1","71","61","70","100","92","80","93","100","I liked seeing the general public's opinion because some things are pretty one-sided now","There weren't any challenges beyond trying to guess what the general public would've said years ago as I was younger and didn't really pay attention","5","19","2","1","1","4",0.895306368485316,5
"226","1135","62","81","1","100","4","4","4","3","4","4","2","3","3","3","3","4","48","65","21","100","1","1","5","1","80","69","28","100","69","85","0","100","I liked how it gave you the actual numbers after I completed what I thought. It really put stuff into perception.","I had a hard time putting my personal feelings aside when I had to think about what the majority would say.","6","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","3",1.57068694813958,3.375
"227","875","84","72","3","95","3","4","5","4","5","5","1","2","2","2","3","4","","","","","","","","","","","","","","","","","","","","","","","","54","45","22","44","2","3","2","4","57","44","27","29","74","59","5","70","Seeing the results about what Americans thought about the topics presented. ","Rating things on a scale of right and wrong","6","19","2","1","1","3",0.997573035151983,4.375
"229","4421","90","70","20","100","4","4","5","5","4","4","1","4","2","2","3","2","60","50","40","90","1","5","5","1","80","85","60","99","90","75","20","100","I liked that I had to record my own opinion before and after seeing the public opinion numbers, because I think my after opinion was different than my before opinion which was interesting to see how it was influenced.","I had a hard time guessing what the general public's opinions would be on many of the questions because between the differences what you see presented in the media and what you hear from the real people around you, it's sometimes hard to know what the reality is for how most people in America think.","7","19","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","3",0.357861924040871,4.5
"230","546","100","49","13","100","5","4","4","5","5","5","2","3","4","4","4","4","40","51","73","100","1","3","2","4","82","52","82","100","100","43","1","100","makes you think","thinking back to 2018","","19","2","","1","","","","","","","","","","","","","","","","","","","","","","","","5",4.10285837671101,2.875
"231","1649","100","100","29","100","4","4","4","4","4","5","2","2","3","3","3","3","","","","","","","","","","","","","","","","","","","","","","","","41","22","76","100","1","1","1","1","100","93","2","100","100","85","30","100","I liked trying to guess the right numbers and then comparing my guesses to the actual answers. ","Identifying what some phrases meant.","8","18","2","1,2","1","3",8.22292708694814,2.25
"232","589","80","63","18","100","4","4","4","4","5","5","2","2","3","3","4","3","","","","","","","","","","","","","","","","","","","","","","","","68","45","37","92","4","1","1","1","46","50","36","100","87","63","18","100","I liked seeing the correct answer for my guesses. ","none. ","6","20","2","1","2","3",0.608080971659919,3.5
"233","416","52","22","49","64","5","4","4","4","4","4","5","4","4","4","4","4","73","56","74","100","4","4","4","4","79","74","27","100","80","59","16","94","I liked the scale for answering the questions because it was so specific and I liked how the questions repeated. "," No challenges really, I just had to maintain focus and think my answers through","8","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","4",6.16430315532421,4.375
"235","200","51","50","50","49","3","3","3","3","3","3","3","3","3","3","3","3","52","51","51","50","3","3","3","3","49","51","50","50","50","49","50","49","Nothing","Nothing","8","19","2","1,5","1","","","","","","","","","","","","","","","","","","","","","","","","3",5.44149363151468,3
"237","1759","76","65","50","100","3","3","3","3","3","3","3","3","3","3","3","3","","","","","","","","","","","","","","","","","","","","","","","","44","44","82","30","3","3","3","3","49","69","36","71","31","32","38","27","i think that exercise was fun and worth doing ","nothing","7","18","2","1","1","2",6.89307140929246,1
"238","243","64","55","59","80","3","4","2","3","4","3","2","3","4","2","3","2","","","","","","","","","","","","","","","","","","","","","","","","44","41","26","52","2","3","2","3","33","66","52","48","39","37","55","43","it was fun!","no challenges at all!","11","19","2","3","1","3",5.39196029818135,2.75
"239","608","100","65","0","80","4","3","4","3","3","4","2","2","3","3","2","4","50","50","25","40","1","2","5","1","80","65","10","80","100","70","1","64","I got to express my opinions","I think its difficult to know how the general population thinks","9","21","2","1","3","","","","","","","","","","","","","","","","","","","","","","","","4",4.04586008611272,2
"240","367","70","42","99","100","4","4","5","5","5","5","2","2","4","4","3","5","76","45","91","100","1","1","2","1","81","92","57","100","70","57","100","100","I liked comparing the views of 2018 vs 2023.","I had to do research on Greenhouse gas emissions because I am not 100% sure of what it means and its affects.","9","18","2","1","1","","","","","","","","","","","","","","","","","","","","","","","","4",4.02478569500675,2.625
"241","659","70","100","56","100","4","5","4","4","4","5","2","2","5","5","3","1","","","","","","","","","","","","","","","","","","","","","","","","50","40","30","100","4","3","1","3","91","81","53","100","72","100","52","100","I liked the contrast between what I thought people of the past thought and what the actual results were.","None.","10","19","1","1","2","4",1.77646192404087,3.875
"242","467","100","72","23","100","3","4","5","4","5","5","1","2","2","1","4","3","","","","","","","","","","","","","","","","","","","","","","","","60","40","70","100","4","4","5","1","75","50","40","100","100","52","36","100","I think it is interesting that I could see the percentage of people that actually agreed with the statements, and it was not just hypothetical. ","I did not have any challenges with the exercise. ","10","18","2","1","1","4",1.45772073774179,4
